name,ingredients,ingredients_measurements,recipe,garnish,glass
lefko martini,"honey syrup, o/purist tsipouro, sauvignon blanc wine","[['5 cl', 'O/Purist Tsipouro'], ['1.5 cl', 'Sauvignon blanc wine'], ['0.75 cl', 'Honey syrup (3 honey to 1 water)']]",STIR all ingredients with ice and fine strain into chilled glass.,Frozen/chilled green grape,Nick & Nora glass
final countdown,"chartreuse 1605 liqueur d'elixir liqueur, clarified lime juice, schladerer schwarzwald black forest maraschino liqueur, st. george dry rye gin","[['3 cl', 'Bourbon whiskey'], ['1.5 cl', 'Cherry Heering cherry brandy liqueur'], ['1 cl', 'Bittersweet orange-red aperitivo'], ['0.5 cl', 'Fernet liqueur']]",Stir all ingredients with ice and strain into chilled glass.,Bourbon-soaked cherry.,Coupe glass
final countdown,"chartreuse 1605 liqueur d'elixir liqueur, clarified lime juice, schladerer schwarzwald black forest maraschino liqueur, st. george dry rye gin","[['4 cl', 'St. George Dry Rye Gin'], ['3 cl', ""Chartreuse 1605 Liqueur d'Elixir Liqueur""], ['2 cl', 'Schladerer Schwarzwald Black Forest Maraschino Liqueur'], ['1 cl', 'Clarified lime juice']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lime twist (expressed then sunk),Coupe glass
tequesso,"espresso coffee, tequila","[['2.5 cl', 'Patrón Reposado tequila'], ['2.5 cl', 'Espresso coffee (freshly made & hot)']]",POUR tequila into one shot glass and coffee into the other. Drink tequila first and chase with espresso.,,Shot glass
michael's clover club cocktail no.3 (difford's recipe),"dry vermouth, gin, lemon juice, pasteurised egg white, raspberries, raspberry sugar syrup, rosso/rouge vermouth","[['5 fresh', 'Raspberries (fresh)'], ['0.75 cl', 'Dry vermouth'], ['0.75 cl', 'Rosso/rouge (sweet) vermouth'], ['1.5 cl', 'Pasteurised egg white'], ['6 cl', 'Gin'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Raspberry (framboise) sugar syrup']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lemon zest twist (sprayed & discarded) & fresh raspberry,Coupe glass
comte de sureau,"dry gin, italian red bitter liqueur, st-germain elderflower liqueur","[['4.5 cl', 'Rutte Dry Gin'], ['2.5 cl', 'St-Germain elderflower liqueur'], ['0.75 cl', 'Italian red bitter liqueur']]",STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,Orange & lemon zest twists,Old-fashioned glass
patrick's fifth degree,"italian red bitter liqueur, maraschino liqueur, rosso/rouge vermouth, vodka","[['0.5 cl', 'Italian red bitter liqueur'], ['6 cl', 'Vodka'], ['3 cl', 'Rosso/rouge (sweet) vermouth'], ['0.75 cl', 'Maraschino liqueur']]","STIR Campari with ice (to coat ice and glass) and then strain to discard excess. Add other ingredients, STIR with coated ice and strain into chilled glass.",Lemon zest twist,Martini glass
patrick's bobby burns (difford's own),"absinthe verte, benedictine d.o.m. liqueur, blended scotch whisky, peychaud's or other creole-style bitters, rosso/rouge vermouth","[['3 cl', 'Blended Scotch whisky'], ['3 cl', 'Rosso/rouge (sweet) vermouth'], ['1.5 cl', 'Bénédictine D.O.M. liqueur'], ['2 dash', ""Peychaud's or other Creole-style bitters""], ['1 dash', 'Absinthe verte']]",STIR all ingredients with ice and strain into chilled glass.,Lemon zest twist (discarded) & slice of shortbread,Nick & Nora glass
manhattan by night,"blended scotch whisky, coffee syrup, rosso/rouge vermouth","[['6 cl', 'Blended Scotch whisky'], ['3 cl', 'Rosso/rouge (sweet) vermouth'], ['1.5 cl', 'Coffee syrup']]",Stir all ingredients with ice.,Garnish with a well-drained Luxardo maraschino cherry.,Coupe glass
bramble patch,"creme de cassis liqueur, gin, lemonade, lime juice, mint leaves","[['3 cl', 'Gin'], ['3 cl', 'Crème de cassis liqueur'], ['1 Splash', 'Lime juice (freshly squeezed)'], ['Top up with', 'Lemonade'], ['5 fresh', 'Mint leaves']]","Shake gin and cassis with ice and squeezed lime wedge. Strain over ice, muddle fresh mint leaves, top with lemonade",Lime wedge and mint leaf,Fizz or Highball (8oz to 10oz)
elisangela's clover club,"gin, lemon juice, martini bianco vermouth, raspberry sugar syrup","[['3 cl', 'Gin'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['2.25 cl', 'Raspberry (framboise) sugar syrup'], ['3 cl', 'Martini Bianco vermouth']]",SHAKE all ingredients with ice and strain back into shaker.,Float raspberry in centre of drink / Twist de Casca de Limão Siciliano,Martini (small) glass
elisangela's fitzgerald,"gin, lemon juice, sugar syrup","[['5 cl', 'Gin'], ['2.5 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)']]",SHAKE all ingredients with ice and strain into ice-filled glass.,Lemon wedge,Old-fashioned glass
elisangela's bronx,"dry vermouth, gin, orange juice, rosso/rouge vermouth","[['3 cl', 'Gin'], ['1.5 cl', 'Rosso/rouge (sweet) vermouth'], ['1.5 cl', 'Dry vermouth'], ['1.5 cl', 'Orange juice (freshly squeezed)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Orange zest twist,Coupe glass
elisangela's bronx,"dry vermouth, gin, orange juice, rosso/rouge vermouth","[['6 cl', 'Gin'], ['1.5 cl', 'Rosso/rouge (sweet) vermouth'], ['1.5 cl', 'Dry vermouth'], ['1.5 cl', 'Orange juice (freshly squeezed)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Orange zest twist,Coupe glass
elisangela's bronx,"dry vermouth, gin, orange juice, rosso/rouge vermouth","[['3 cl', 'Gin'], ['1.5 cl', 'Rosso/rouge (sweet) vermouth'], ['1.5 cl', 'Dry vermouth'], ['1.5 cl', 'Orange juice (freshly squeezed)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Orange zest twist,Coupe glass
elisangela's bronx,"dry vermouth, gin, orange juice, rosso/rouge vermouth","[['6 cl', 'Gin'], ['1.5 cl', 'Rosso/rouge (sweet) vermouth'], ['1.5 cl', 'Dry vermouth'], ['1.5 cl', 'Orange juice (freshly squeezed)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Orange zest twist,Coupe glass
night cap (sloppy joe's 1935),"cognac, dry gin, dutch cacao white creme de cacao, lime juice","[['2.25 cl', 'Rémy Martin 1738 Cognac'], ['2.25 cl', 'Rutte Dry Gin'], ['2.25 cl', 'Dutch Cacao white crème de cacao'], ['2.25 cl', 'Lime juice (freshly squeezed)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Float lime zest coin-sized twist,Coupe glass
backstabber,"angostura aromatic bitters, dry gin, homemade ginger juice syrup, lime juice, pasteurised egg white","[['6 cl', 'Rutte Dry Gin'], ['2 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Homemade ginger juice syrup (1:1)'], ['2 dash', 'Angostura Aromatic Bitters'], ['1.5 cl', 'Pasteurised egg white']]",SHAKE all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,Root ginger slice or piece of crystalised ginger,Old-fashioned glass
piva 's clover leaf cocktail no.1,"gin, grenadine/pomegranate syrup, lemon juice, limoncello liqueur, pasteurised egg white","[['6 cl', 'Gin'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['0.75 cl', 'Grenadine/pomegranate syrup (2:1)'], ['1.5 cl', 'Pasteurised egg white'], ['3 cl', 'Limoncello liqueur']]",SHAKE all ingredients with ice & fine strain into chilled glass.,Mint leaf,Martini glass
verjus last word,"chilled water, gin, green chartreuse liqueur, maraschino liqueur, verjuice","[['3 cl', 'Gin'], ['2 cl', 'Green Chartreuse liqueur'], ['2 cl', 'Maraschino liqueur'], ['1 cl', 'Chilled water'], ['3 cl', 'Verjuice']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lime twist (discarded) and Luxardo Maraschino cherry,Coupe glass
saffron royale,"egg white, lemon juice, prosecco syrup, saffron infused vodka, suze gentian liqueur","[['3 cl', 'Saffron infused vodka'], ['2 cl', 'Suze gentian liqueur'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['1 cl', 'Prosecco syrup (1:1)'], ['2 cl', 'Egg white']]","SHAKE all ingredients with ice, strain back into the shaker and dry shake. Fine strain into a chilled glass and garnish with angostura hearts.",Angostura hearts and lemon twist,Coupe glass
mr. burns,"benedictine d.o.m., bianco vermouth, blended scotch whisky, orange bitters","[['6 cl', 'Blended Scotch whisky'], ['2.25 cl', 'Bianco vermouth'], ['1.5 cl', 'Bénédictine D.O.M.'], ['1 dash', 'Orange bitters']]",Combine ingredients and stir with ice. Strain into glass.,"Twist of lemon peel, expressed over cocktail and then added.",Nick & Nora glass
jennifer's takumi's aviation,"gin, lemon juice, luxardo maraschino liqueur, st-germain elderflower liqueur","[['4.5 cl', 'Gin'], ['1 cl', 'Lemon juice (freshly squeezed)'], ['2.25 cl', 'St-Germain elderflower liqueur'], ['3 cl', 'Luxardo Maraschino liqueur']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lemon zest twist,Nick & Nora glass
roland's broken cable car,"'simple' sugar syrup, galliano l'autentico liqueur, lemon juice, orange curacao liqueur, sailor jerry spiced rum","[['2.25 cl', 'Orange Curaçao liqueur'], ['3 cl', 'Lemon juice (freshly squeezed)'], ['0.5 cl', ""Galliano L'Autentico liqueur""], ['2 cl', ""'Simple' sugar syrup (1 sugar to 1 water)""], ['4.5 cl', 'Sailor Jerry spiced rum']]",SHAKE all ingredients with ice and fine strain to chilled glass,Cinnamon & sugar rim & orange zest twist (discarded),Martini glass
old forester revolver,"coffee liqueur, old forester signature, orange bitters, sugar syrup","[['1.5 cl', 'Coffee liqueur'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['2 dash', 'Orange bitters'], ['6 cl', 'Old Forester Signature']]",STIR all ingredients with ice and strain into chilled glass.,"Flamed coin-sized orange zest twist, wrapped around a Luxardo cherry.",Old-fashioned glass
primtini,"'simple' sugar syrup, cognac, grenadine/pomegranate syrup, lemon juice","[['6 cl', 'Cognac'], ['3 cl', ""'Simple' sugar syrup (1 sugar to 1 water)""], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['0.75 cl', 'Grenadine/pomegranate syrup (2:1)']]","Add all ingredients to a cocktail shaker & shake over ice.
Double strain into a martini glass & garnish with a cocktail cherry",Cocktail cherry,Martini glass
trotsky,"lemon juice, licor 43 original liqueur, molinari sambuca extra liqueur, olmeca altos plata 100% agave tequila, rothman & winter creme de violette liqueur","[['1.5 cl', 'Rothman & Winter Crème de Violette Liqueur'], ['2.25 cl', 'Licor 43 Original liqueur'], ['4.5 cl', 'Olmeca Altos Plata 100% Agave Tequila'], ['1.5 cl', 'Molinari Sambuca Extra Liqueur'], ['1.5 cl', 'Lemon juice (freshly squeezed)']]",Mix all ingredients with ice until your hand freezes and strain into a prechilled glass.,orange peel.,Martini glass
insurrection,"dark creme de cacao liqueur, demerara / dark muscovado / brown sugar, nocello walnut liqueur, woodford reserve bourbon","[['3 cl', 'Woodford Reserve bourbon'], ['0.75 cl', 'Nocello walnut liqueur'], ['0.75 cl', 'Dark crème de cacao liqueur'], ['1 spoon', 'Demerara / dark Muscovado / brown sugar']]","Mix brown sugar with creme de cacao and walnut liqueur in rocks glass. Add bourbon, mix. Add large cube, stir until cold.",Garnish optional.,Old-fashioned glass
jamie's paper plane,"bittersweet orange-red aperitivo, bourbon whiskey, lemon juice, ramazzotti amaro","[['2.25 cl', 'Bourbon whiskey'], ['2.25 cl', 'Bittersweet orange-red aperitivo'], ['2.25 cl', 'Lemon juice (freshly squeezed)'], ['2.25 cl', 'Ramazzotti amaro']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lemon zest twist,Coupe glass
bob's peruvian elder sour,"barsol acholado pisco, elderflower liqueur, lime juice","[['9 cl', 'BarSol Acholado Pisco'], ['6 cl', 'Elderflower liqueur'], ['3 cl', 'Lime juice (freshly squeezed)']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Lime wedge,Martini glass
christopher's whisky business,"angostura or other aromatic bitters, bittermens xocolatl mole bitters, cinnamon sugar syrup, lemon juice, reposado tequila, straight rye whiskey","[['3 cl', 'Straight rye whiskey (100 proof / 50% alc./vol.)'], ['1 dash', 'Angostura or other aromatic bitters'], ['1 dash (4 drops)', 'Bittermens Xocolatl Mole bitters'], ['3 cl', 'Reposado tequila (100% agave)'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Cinnamon sugar syrup']]",SHAKE all ingredients with ice and fine strain into ice-filled glass (preferably over a chunk of block ice).,Lemon peel,Old-fashioned glass
rising sun cocktail,"grapefruit juice, lime juice, luxardo maraschino liqueur, mezcal, salt","[['4.5 cl', 'Mezcal'], ['2.25 cl', 'Grapefruit juice (pink)'], ['1.5 cl', 'Lime juice (freshly squeezed)'], ['1.5 cl', 'Luxardo Maraschino liqueur'], ['1 pinch', 'Salt']]","Combine mezcal, juices, and maraschino in cocktail shaker filled with ice; shake vigorously and strain into a coupe glass.",Lime wheel,Coupe glass
raul's maple old fashioned,"angostura or other aromatic bitters, bourbon whiskey, lemon juice, maple syrup","[['6 cl', 'Bourbon whiskey'], ['1 cl', 'Maple syrup'], ['2 dash', 'Angostura or other aromatic bitters'], ['1.5 cl', 'Lemon juice (freshly squeezed)']]",STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,Orange zest twist,Old-fashioned glass
eric's caipirinha,"cachaca, chilled water, demerara / dark muscovado / brown sugar, kiwi fruit, lime, sugar syrup","[['1⁄2 fresh', 'Lime (fresh)'], ['2.25 cl', 'Chilled water'], ['6 cl', 'Cachaça'], ['1 gram', 'Demerara / dark Muscovado / brown sugar'], ['0.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['1 slice', 'Kiwi fruit (fresh)']]","1. Cut a ripe lime in half (from pole to pole) and remove the core from each half by cutting a cut a v-shaped grove. You'll need one-half of the lime per drink and this should be chopped into wedges and each wedge chopped in half before dropping the resulting 6 or 8 lime chunks into the Rocks glass.

2. Add 1 gram of demerara sugar + 10ml simple sugar syrup (or 5ml rich) and MUDDLE HARD.

3. When sure the limes's juice is fully extracted but the sugar not entirely dissolved, POUR cachaça (stored in the freezer) and STIR with spoon.

4. Use cubed ice scraps, (the cubes that haven't set with a perfect shape or that are not complete) and drop into serving glass (they will melt faster and provide a constant welcome dilution). STIR before topping with more ice scaps and serve with a kiwifruit slice.",Kiwifruit slice.,Rocks glass
jon's after supper,"apricot liqueur, italian brandy, lemon juice, orange curacao liqueur","[['3 cl', 'Orange Curaçao liqueur'], ['3 cl', 'Apricot (brandy) liqueur'], ['1.5 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Italian Brandy']]",SHAKE all ingredients with ice and fine strain into chilled glass.,Orange zest twist,Coupe glass
lime-guava cocktail,"guava juice, light rum, lime","[['1 whole', 'Lime (fresh)'], ['4.5 cl', 'Bacardi Carta Blanca light rum'], ['12 cl', 'Guava juice']]","Slice half a lime and place in a shaker. Add 1 tbsp white sugar and muddle the lime. Once muddled, add guava juice and rum. Add ice and shake until combined (around 20 seconds). Strain and pour into an 6 oz old fashioned glass. Garnish with lime slices.",Life wedge (if desired),Double old-fashioned
sunset cocktail,"coconut milk, grenadine syrup, lime juice, orange juice, pineapple juice","[['3 cl', 'Pineapple juice (fresh pressed)'], ['3 cl', 'Coconut milk'], ['3 cl', 'Orange juice (freshly squeezed)'], ['2 cl', 'Lime juice (freshly squeezed)'], ['2 cl', 'Giffard Grenadine syrup']]",Frappez tous les ingrédients avec de la glace et versez dans un verre rempli de glace.,Rondelle de citron vert,Collins glass
spiked limonana,"cucumber gin, lemon juice, mint leaves, sugar syrup","[['6 cl', 'Cucumber gin'], ['4.5 cl', 'Lemon juice (freshly squeezed)'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['5 fresh', 'Mint leaves']]","Add mint leaves, simple syrup, and lemon juice to a highball glass. Muddle mint. Add ice. Top with cucumber gin. Stir 3 times clockwise and 3 times counterclockwise.",Garnish with fresh mint leaves and cucumber peels.,Highball (max 10oz/300ml)
le speakeasy,"absinthe, brut champagne, elderflower liqueur","[['1 cl', 'Elderflower liqueur'], ['2 dash', 'La Fée Parisienne absinthe'], ['10 cl', 'Brut Champagne']]","In a Coupe Glass pour:
- 1 cl of Elderflower liqueur
- 0.5 cl / a Barspoon of Absinthe
- 10 cl of Champagne",/,Coupe glass
robert's wallbanger,"aalborg taffel akvavit, cointreau triple sec liqueur, galliano l'autentico liqueur, orange bitters, orange juice, sugar syrup","[['9 cl', 'Aalborg Taffel Akvavit'], ['1.5 cl', 'Sugar syrup (65.0°brix, 2 sugar to 1 water rich syrup)'], ['3 cl', 'Cointreau triple sec liqueur'], ['9 cl', 'Orange juice (freshly squeezed)'], ['1 dash (4 drops)', 'Orange bitters'], ['1.5 cl', ""Galliano L'Autentico liqueur""]]",SHAKE the first 5 ingredients with ice and strain into tall ice-filled glass. FLOAT Galliano on the surface.,Orange slice if you're fancy.,Collins glass
euan's union club cocktail,"bourbon whiskey, brut champagne, italian red bitter liqueur, maraschino liqueur, orange juice","[['5 cl', 'Bourbon whiskey'], ['1.25 cl', 'Maraschino liqueur'], ['1.25 cl', 'Italian red bitter liqueur'], ['3.75 cl', 'Orange juice (freshly squeezed)'], ['Float', 'Brut Champagne']]",SHAKE all ingredients with ice and fine strain into chilled glass. Finish with chilled Champagne.,Orange zest twist,Coupe glass
southern rock,"chambord liqueur, jack daniel's tennessee whiskey, lemon-lime soda, smirnoff red label no. 21 vodka, southern comfort liqueur, sweet & sour mix","[['3 cl', ""Jack Daniel's Tennessee whiskey""], ['3 cl', 'Chambord liqueur'], ['3 cl', 'Southern Comfort Liqueur'], ['3 cl', 'Smirnoff Red Label No. 21 Vodka'], ['4.5 cl', 'Sweet & Sour Mix'], ['Top up with', 'Lemon-lime soda (Sprite/7-Up)']]","Add ice to Pint Glass
Add ingredients to shaker and shake, except lemon lime soda
Pour into Pint Glass
Top off with lemon lime soda",Speared Lemon Wedge.,Pint glass
